item_nbr,total_sales,family
1309297,22615,BEVERAGES
1309298,2376,BEVERAGES
1309300,658,BEVERAGES
1309560,1853,BREAD/BAKERY
1309672,527,GROCERY I
1309856,1342,CLEANING
1310076,874,CLEANING
1310081,72,CLEANING
1311104,90,"LIQUOR,WINE,BEER"
1312957,2165,GROCERY I
1313222,6514,BREAD/BAKERY
1313223,12478,BREAD/BAKERY
1314409,5573,GROCERY I
1314549,394,CLEANING
1316369,1565,GROCERY I
1316461,8,CLEANING
1317092,365,LAWN AND GARDEN
1317094,3598,GROCERY I
1317095,2494,GROCERY I
1317096,2030,GROCERY I
1320180,1871,CLEANING
1320701,1545,EGGS
1320708,312,GROCERY I
1320857,1519,GROCERY I
1321332,105,CLEANING
1321336,390,GROCERY I
1321497,4222,BREAD/BAKERY
1322479,4924,GROCERY I
1323011,157,CLEANING
1323422,90,GROCERY I
1323985,1221,BREAD/BAKERY
1324174,3361,GROCERY I
1324182,2485,BEVERAGES
1324591,1814,GROCERY I
1324667,3667,GROCERY I
1324668,3257,GROCERY I
1324670,2374,GROCERY I
1324845,1512,CLEANING
1324851,1762,CLEANING
1325324,2063,CLEANING
1325325,1276,CLEANING
1325330,216,CLEANING
1325362,3211,GROCERY I
1328340,2936,GROCERY I
1328471,2434,CLEANING
1328495,4912,BEVERAGES
1328672,5886,DELI
1328907,11527,PERSONAL CARE
1331068,4052,PERSONAL CARE
1331407,2012,DAIRY
1332103,2052,PERSONAL CARE
1332664,1260,DAIRY
1332688,784,DELI
1332689,1209,DELI
1333224,2414,GROCERY I
1333225,1777,GROCERY I
1333307,21458,BREAD/BAKERY
1333994,6302,GROCERY I
1334068,146,GROCERY I
1334074,208,GROCERY I
1335305,1445,CLEANING
1336459,2961,BEVERAGES
1336461,3886,BEVERAGES
1339795,1360,GROCERY I
1339879,1744,FROZEN FOODS
1339880,3265,FROZEN FOODS
1339882,1622,FROZEN FOODS
1339883,2835,FROZEN FOODS
1342003,9118,GROCERY I
1342006,11098,GROCERY I
1342007,1920,GROCERY I
1342008,9911,GROCERY I
1342009,7274,GROCERY I
1344514,2542,DAIRY
1344755,76,GROCERY I
1345067,2531,GROCERY I
1345068,2108,GROCERY I
1345070,3819,GROCERY I
1345071,2217,GROCERY I
1345072,1852,GROCERY I
1345337,2232,DAIRY
1345352,2121,DAIRY
1345981,1642,GROCERY I
1346410,1300,CLEANING
1346621,336,GROCERY I
1346624,2926,GROCERY I
1346625,4019,CLEANING
1346626,4000,CLEANING
1346627,6134,CLEANING
1346628,4834,CLEANING
1346629,2120,CLEANING
1346630,2499,CLEANING
1346631,2641,CLEANING
1346632,2378,CLEANING
1346636,8011,CLEANING
1346637,12066,CLEANING
1346638,15568,CLEANING
1346643,1754,CLEANING
1347810,1266,GROCERY I
1347811,1234,GROCERY I
1347977,1415,GROCERY I
1348487,1384,CLEANING
1348510,1210,GROCERY I
1348983,2101,GROCERY I
1349068,2322,BREAD/BAKERY
1349806,2076,GROCERY I
1349807,2169,GROCERY I
1349808,3104,GROCERY I
1350565,3863,BEVERAGES
1351227,1246,GROCERY I
1351305,3651,GROCERY I
1352751,153,CLEANING
1352754,97,CLEANING
1352758,77,CLEANING
1353189,12075,DELI
1353191,1486,GROCERY I
1353969,1852,CLEANING
1354380,5154,GROCERY I
1354381,3185,GROCERY I
1354382,4543,GROCERY I
1354383,4942,GROCERY I
1354384,3837,GROCERY I
1354385,2621,GROCERY I
1354386,1910,GROCERY I
1354387,1714,GROCERY I
1354388,2278,GROCERY I
1354389,2794,GROCERY I
1354390,2794,GROCERY I
1354711,10703,GROCERY I
1354712,5432,GROCERY I
1354713,2913,GROCERY I
1354714,4361,GROCERY I
1354719,1755,GROCERY I
1356038,202,PERSONAL CARE
1359503,1709,BEVERAGES
1360009,417,HOME AND KITCHEN II
1360010,465,HOME AND KITCHEN II
1360012,552,HOME AND KITCHEN II
1360013,315,HOME AND KITCHEN II
1361205,1864,DAIRY
1363876,1588,BREAD/BAKERY
1363877,1170,GROCERY I
1363878,1598,GROCERY I
1364636,763,HOME AND KITCHEN II
1366212,924,HOME AND KITCHEN I
1366213,483,HOME AND KITCHEN I
1367273,1132,HOME AND KITCHEN I
1367438,932,HOME AND KITCHEN II
1368456,474,HOME AND KITCHEN I
1368479,563,HOME AND KITCHEN I
1368480,466,HOME AND KITCHEN I
1368488,384,HOME AND KITCHEN I
1369793,310,HOME AND KITCHEN I
1369873,355,HOME AND KITCHEN II
1369875,274,HOME AND KITCHEN II
1369876,250,HOME AND KITCHEN II
1369972,818,HOME AND KITCHEN II
1369973,299,HOME AND KITCHEN II
1370025,427,HOME AND KITCHEN II
1370542,1035,HOME AND KITCHEN I
1370547,503,HOME AND KITCHEN I
1370548,878,HOME AND KITCHEN I
1370552,514,HOME AND KITCHEN I
1370564,1710,HOME AND KITCHEN I
1370565,285,HOME AND KITCHEN I
1370566,649,HOME AND KITCHEN I
1370568,472,HOME AND KITCHEN I
1370572,472,HOME AND KITCHEN I
1370574,1063,HOME AND KITCHEN I
1370587,386,HOME AND KITCHEN I
1370588,610,HOME AND KITCHEN I
1370589,242,HOME AND KITCHEN I
1371395,451,HOME AND KITCHEN I
1371618,4768,PERSONAL CARE
1371620,83,PERSONAL CARE
1372308,743,HOME AND KITCHEN I
1372309,790,HOME AND KITCHEN I
1372326,1180,GROCERY I
1372511,598,HOME AND KITCHEN I
1372563,244,HOME AND KITCHEN I
1372566,486,HOME AND KITCHEN I
1372585,473,HOME AND KITCHEN II
1372862,505,HOME AND KITCHEN II
1373031,472,HOME AND KITCHEN II
1373037,741,HOME AND KITCHEN II
1373081,506,HOME AND KITCHEN II
1373394,247,HOME AND KITCHEN I
1373408,239,HOME AND KITCHEN I
1373409,259,HOME AND KITCHEN I
1373444,407,HOME AND KITCHEN II
1373944,545,HOME AND KITCHEN II
1373976,58,CLEANING
1379151,335,HOME AND KITCHEN I
1379154,446,HOME AND KITCHEN I
1379158,175,HOME AND KITCHEN I
1379194,429,HOME AND KITCHEN I
1379210,599,HOME AND KITCHEN I
1386120,326,HOME AND KITCHEN I
1386220,1511,GROCERY I
1386250,682,HOME AND KITCHEN II
1386506,580,HOME AND KITCHEN I
1386695,311,HOME AND KITCHEN I
1386696,558,HOME AND KITCHEN I
1386894,461,HOME AND KITCHEN II
1387609,390,HOME AND KITCHEN II
1388521,492,HOME AND KITCHEN I
1388559,1285,HOME AND KITCHEN I
1388568,482,HOME AND KITCHEN I
1388574,583,HOME AND KITCHEN I
1390351,1424,GROCERY I
1390352,3231,GROCERY I
1390405,173,GROCERY I
1391408,91.763,GROCERY I
1391548,2412,GROCERY I
1391549,4793,GROCERY I
1392256,1490,HOME AND KITCHEN II
1392260,3070,HOME AND KITCHEN II
1392261,3694,HOME AND KITCHEN II
1392262,656,HOME AND KITCHEN II
1392627,1380,PERSONAL CARE
1392628,878,PERSONAL CARE
1393033,1025,BEVERAGES
1393047,3400,GROCERY I
1394348,3374,CLEANING
1394349,1013,CLEANING
1395693,1491,GROCERY I
1396282,178,PERSONAL CARE
1397060,5531,BEVERAGES
1397061,11276,BEVERAGES
1397062,8426,BEVERAGES
1397067,4250,CLEANING
1397068,1716,CLEANING
1397779,1231,GROCERY I
1397797,678,GROCERY I
1397802,417,GROCERY I
1398687,1645,"LIQUOR,WINE,BEER"
1398688,1661,"LIQUOR,WINE,BEER"
1399750,2953,"LIQUOR,WINE,BEER"
1400328,1350,CLEANING
1400329,1217,CLEANING
1400330,1450,CLEANING
1400331,2938,CLEANING
1400332,2374,CLEANING
1400334,1145,CLEANING
1400826,248,HOME AND KITCHEN II
1400846,127,HOME AND KITCHEN II
1401722,294,PERSONAL CARE
1401733,703,PERSONAL CARE
1401735,499,PERSONAL CARE
1402017,665,CLEANING
1402024,1223,BREAD/BAKERY
1402032,2188,BREAD/BAKERY
1402040,974,BREAD/BAKERY
1402041,815,BREAD/BAKERY
1402045,1005,BREAD/BAKERY
1402545,2022,CLEANING
1402643,3016,DAIRY
1403463,2012,GROCERY I
1403464,3612,GROCERY I
1404385,6832,BEVERAGES
1404410,2439,DELI
1404411,2287,DELI
1405685,2038,DAIRY
1410764,314,HOME AND KITCHEN II
1410765,234,HOME AND KITCHEN II
1410768,158,HOME AND KITCHEN II
1410769,146,HOME AND KITCHEN II
1410773,183,HOME AND KITCHEN II
1410792,123,GROCERY I
1410850,1545,HOME AND KITCHEN II
1411065,1469,GROCERY I
1412115,400,PERSONAL CARE
1412204,1617,FROZEN FOODS
1412379,64,GROCERY II
1412392,2401,"LIQUOR,WINE,BEER"
1412393,1031,"LIQUOR,WINE,BEER"
1412519,150,CLEANING
1412575,3249.8217,POULTRY
1415679,1802,BREAD/BAKERY
1416362,1712,CLEANING
1417148,1996,GROCERY I
1417154,1170,GROCERY I
1417697,4000,GROCERY I
1418022,4314,GROCERY I
1418259,377,CLEANING
1418484,192,CLEANING
1418842,2678,GROCERY I
1418844,2063,GROCERY I
1418845,8737,GROCERY I
1418846,1966,GROCERY I
1418847,3978,GROCERY I
1420007,337,HOME AND KITCHEN I
1421156,1767,BEVERAGES
1421428,1589,BEVERAGES
1421429,224,BEVERAGES
1421438,318,GROCERY I
1422036,123,GROCERY I
1422222,107,CLEANING
1422284,1305,GROCERY I
1422347,1348,MEATS
1422500,2667,DELI
1422815,693,"LIQUOR,WINE,BEER"
1422817,1593,"LIQUOR,WINE,BEER"
1422835,3657,DAIRY
1422837,2526,DAIRY
1422849,1931,GROCERY I
1423681,1998,DAIRY
1426023,255,GROCERY I
1427659,32326,DAIRY
1428328,11966,BEVERAGES
1428330,2997,BEVERAGES
1428331,4760,BEVERAGES
1428779,1590,DAIRY
1430040,43662,BEVERAGES
1430041,4379,BEVERAGES
1430080,139,HOME AND KITCHEN I
1430081,242,HOME AND KITCHEN I
1430082,147,HOME AND KITCHEN I
1430083,224,HOME AND KITCHEN I
1441468,59,GROCERY I
1441511,184,PERSONAL CARE
1441513,1796,GROCERY I
1441514,2288,GROCERY I
1441515,2737,GROCERY I
1441516,2748,GROCERY I
1441517,2167,GROCERY I
1441817,2586,GROCERY I
1442157,494,CLEANING
1444597,1415,GROCERY I
1444598,1440,GROCERY I
1444600,254,PERSONAL CARE
1444615,952,GROCERY I
1445215,3895,FROZEN FOODS
1445281,3189,GROCERY I
1446726,1944,DAIRY
1447815,3740,CLEANING
1447817,2387,CLEANING
1449487,154,BEAUTY
1449645,80,GROCERY I
1452378,750,MAGAZINES
1453122,2045,BREAD/BAKERY
1453123,2278,BREAD/BAKERY
1453124,2423,BREAD/BAKERY
1454707,1364,BREAD/BAKERY
1454708,1233,BREAD/BAKERY
1455272,48,PERSONAL CARE
1455482,5552,BEVERAGES
1455485,1556,BEVERAGES
1455790,3058,CLEANING
1455886,186,BEVERAGES
1456171,78,PERSONAL CARE
1456346,754,MAGAZINES
1456881,6617,HOME CARE
1456886,258,HOME CARE
1456909,1247,HOME CARE
1456910,384,HOME CARE
1456912,1591,HOME CARE
1456916,3676,HOME CARE
1456917,2035,HOME CARE
1456921,1679,HOME CARE
1456922,3616,HOME CARE
1456931,307,HOME CARE
1456935,372,HOME CARE
1456939,225,HOME CARE
1456952,594,HOME CARE
1456993,1773,HOME CARE
1456994,1968,HOME CARE
1456995,1998,HOME CARE
1456996,1472,HOME CARE
1456997,1524,HOME CARE
1456998,1558,HOME CARE
1457000,3596,HOME CARE
1457001,2600,HOME CARE
1457002,2555,HOME CARE
1457003,2604,HOME CARE
1457004,2646,HOME CARE
1457005,3411,HOME CARE
1457012,9577,HOME CARE
1457020,1203,HOME CARE
1457031,1436,HOME CARE
1457039,3553,HOME CARE
1457160,1891,HOME CARE
1457168,2427,HOME CARE
1457175,4902,HOME CARE
1457176,5725,HOME CARE
1457177,3282,HOME CARE
1457178,3465,HOME CARE
1457179,5568,HOME CARE
1457180,4393,HOME CARE
1457181,7579,HOME CARE
1457182,6573,HOME CARE
1457183,7859,HOME CARE
1457184,6552,HOME CARE
1457185,2361,HOME CARE
1457192,606,HOME CARE
1457199,1659,HOME CARE
1457201,3080,HOME CARE
1457202,1845,HOME CARE
1457217,7692,HOME CARE
1457228,2901,HOME CARE
1457229,3208,HOME CARE
1457230,2058,HOME CARE
1457231,7547,HOME CARE
1457239,2645,HOME CARE
1457240,1275,HOME CARE
1457245,1300,HOME CARE
1457247,1604,HOME CARE
1457251,4212,HOME CARE
1457256,3005,HOME CARE
1457311,395,HOME CARE
1457328,9202,HOME CARE
1457333,2702,HOME CARE
1457335,1868,HOME CARE
1457337,6431,HOME CARE
1457338,5212,HOME CARE
1457339,3275,HOME CARE
1457340,2559,HOME CARE
1457341,7116,HOME CARE
1457342,1591,HOME CARE
1457344,1619,HOME CARE
1457346,237,HOME CARE
1457359,4659,HOME CARE
1457396,2449,HOME CARE
1457409,358,HOME CARE
1457411,1571,HOME CARE
1457416,2664,HOME CARE
1457417,2009,HOME CARE
1457518,1237,GROCERY I
1457834,3355,GROCERY I
1457835,2067,GROCERY I
1457840,3839,BREAD/BAKERY
1457948,3210,HOME CARE
1457990,205,HOME CARE
1458088,1379,HOME CARE
1458329,282,GROCERY I
1458461,1450,GROCERY I
1458834,1310,BEVERAGES
1458842,1962,DAIRY
1458844,1524,DAIRY
1458847,1535,DAIRY
1458848,3180,DAIRY
1458849,1417,DAIRY
1458850,1328,DAIRY
1458851,1261,DAIRY
1458914,95,"LIQUOR,WINE,BEER"
1458920,1729,HOME CARE
1459058,12746,GROCERY I
1459067,99,CLEANING
1459225,286,"LIQUOR,WINE,BEER"
1459226,196,"LIQUOR,WINE,BEER"
1459514,3353,CLEANING
1459515,2274,CLEANING
1459692,199,GROCERY I
1459697,108,GROCERY I
1460018,2964,CLEANING
1460019,1842,CLEANING
1460020,703,CLEANING
1460021,1743,CLEANING
1460808,3627,DAIRY
1463437,1616,GROCERY I
1463441,1935,BEVERAGES
1463451,140,GROCERY I
1463483,1311,BEVERAGES
1463484,884,BEVERAGES
1463507,11079,BEVERAGES
1463509,4481,BEVERAGES
1463510,7182,BEVERAGES
1463555,2895,BEVERAGES
1463566,4112,BEVERAGES
1463568,3559,BEVERAGES
1463569,1951,BEVERAGES
1463587,1991,BEVERAGES
1463591,1859,BEVERAGES
1463594,1969,BEVERAGES
1463595,1414,BEVERAGES
1463596,1700,BEVERAGES
1463602,2919,BEVERAGES
1463603,2675,BEVERAGES
1463604,1508,BEVERAGES
1463609,5005,BEVERAGES
1463610,2120,BEVERAGES
1463611,2014,BEVERAGES
1463619,1266,BEVERAGES
1463620,1485,BEVERAGES
1463621,919,BEVERAGES
1463625,5506,BEVERAGES
1463626,9947,BEVERAGES
1463632,3861,BEVERAGES
1463637,6216,BEVERAGES
1463693,1837,BEVERAGES
1463707,692,BEVERAGES
1463765,8563,BEVERAGES
1463767,3231,BEVERAGES
1463769,3752,BEVERAGES
1463770,3793,BEVERAGES
1463771,6891,BEVERAGES
1463772,4158,BEVERAGES
1463773,5119,BEVERAGES
1463783,2360,BEVERAGES
1463784,1273,BEVERAGES
1463786,10794,BEVERAGES
1463787,15829,BEVERAGES
1463788,2801,BEVERAGES
1463789,3349,BEVERAGES
1463790,3002,BEVERAGES
1463791,1824,BEVERAGES
1463797,14034,BEVERAGES
1463798,18758,BEVERAGES
1463799,3129,BEVERAGES
1463800,3176,BEVERAGES
1463801,7237,BEVERAGES
1463805,3729,BEVERAGES
1463806,6377,BEVERAGES
1463807,6204,BEVERAGES
1463808,4057,BEVERAGES
1463810,44821,BEVERAGES
1463812,15576,BEVERAGES
1463814,37629,BEVERAGES
1463819,8962,BEVERAGES
1463820,9372,BEVERAGES
1463823,19586,BEVERAGES
1463825,18476,BEVERAGES
1463851,1744,BEVERAGES
1463852,4474,BEVERAGES
1463855,32641,BEVERAGES
1463857,17726,BEVERAGES
1463859,6663,BEVERAGES
1463860,43282,BEVERAGES
1463862,34121,BEVERAGES
1463864,11458,BEVERAGES
1463865,14872,BEVERAGES
1463866,20333,BEVERAGES
1463867,23288,BEVERAGES
1463881,29651,BEVERAGES
1463882,3097,BEVERAGES
1463883,676,BEVERAGES
1463885,19709,BEVERAGES
1463886,1741,BEVERAGES
1463887,4230,BEVERAGES
1463888,2661,BEVERAGES
1463896,10663,BEVERAGES
1463897,6561,BEVERAGES
1463898,6213,BEVERAGES
1463899,7251,BEVERAGES
1463900,2291,BEVERAGES
1463914,2686,BEVERAGES
1463934,391,BEVERAGES
1463935,2810,BEVERAGES
1463936,1945,BEVERAGES
1463992,73348,BEVERAGES
1463993,47799,BEVERAGES
1463994,14183,BEVERAGES
1463995,2912,BEVERAGES
1463998,6740,BEVERAGES
1464002,5346,BEVERAGES
1464005,14482,BEVERAGES
1464008,1837,BEVERAGES
1464010,4237,BEVERAGES
1464025,7343,BEVERAGES
1464027,3097,BEVERAGES
1464028,1468,BEVERAGES
1464029,2999,BEVERAGES
1464031,1202,BEVERAGES
1464034,6670,BEVERAGES
1464035,1735,BEVERAGES
1464038,3814,BEVERAGES
1464039,2168,BEVERAGES
1464041,3335,BEVERAGES
1464042,3759,BEVERAGES
1464043,3314,BEVERAGES
1464045,7036,BEVERAGES
1464063,1781,BEVERAGES
1464065,2179,BEVERAGES
1464066,1461,BEVERAGES
1464070,8175,BEVERAGES
1464071,2929,BEVERAGES
1464072,2274,BEVERAGES
1464073,2638,BEVERAGES
1464074,2926,BEVERAGES
1464076,4885,BEVERAGES
1464077,1736,BEVERAGES
1464079,1351,BEVERAGES
1464081,3794,BEVERAGES
1464082,2795,BEVERAGES
1464086,38086,BEVERAGES
1464087,10367,BEVERAGES
1464088,18954,BEVERAGES
1464090,1315,BEVERAGES
1464091,3755,BEVERAGES
1464092,5967,BEVERAGES
1464093,6982,BEVERAGES
1464094,2946,BEVERAGES
1464095,1805,BEVERAGES
1464097,3081,BEVERAGES
1464099,1635,BEVERAGES
1464133,950,BEVERAGES
1464134,817,BEVERAGES
1464137,2221,BEVERAGES
1464153,1672,BEVERAGES
1464177,367,BEVERAGES
1464186,2889,BEVERAGES
1464188,1772,BEVERAGES
1464192,1844,BEVERAGES
1464194,1350,BEVERAGES
1464196,1117,BEVERAGES
1464198,1484,BEVERAGES
1464201,2007,BEVERAGES
1464205,1351,BEVERAGES
1464207,11798,BEVERAGES
1464208,4501,BEVERAGES
1464209,2483,BEVERAGES
1464210,9996,BEVERAGES
1464217,11463,BEVERAGES
1464218,10730,BEVERAGES
1464237,10772,BEVERAGES
1464238,11963,BEVERAGES
1464239,8352,BEVERAGES
1464240,11173,BEVERAGES
1464241,9980,BEVERAGES
1464246,650,BEVERAGES
1464256,471,BEVERAGES
1464257,960,BEVERAGES
1464258,700,BEVERAGES
1464302,447,BEVERAGES
1464309,1953,BEVERAGES
1464312,5106,BEVERAGES
1464469,68,GROCERY I
1464907,4062,BEVERAGES
1464910,1677,BEVERAGES
1464919,1899,BEVERAGES
1464941,4335,BEVERAGES
1465130,3567,BEVERAGES
1465644,260,LINGERIE
1466039,209,BEVERAGES
1466047,1913,BEVERAGES
1466049,1937,BEVERAGES
1466077,2988,BEVERAGES
1466281,2369,DAIRY
1466286,3310,PREPARED FOODS
1466288,1806,DAIRY
1466819,362,CLEANING
1466826,1071,GROCERY I
1466827,1530,GROCERY I
1466830,1559,HOME CARE
1466832,2115,HOME CARE
1466833,1609,HOME CARE
1466835,1643,HOME CARE
1466836,1326,HOME CARE
1467082,1763,PREPARED FOODS
1471143,104,GROCERY I
1471460,2032,DAIRY
1471461,1546,DAIRY
1471462,1403,DAIRY
1471722,711,PET SUPPLIES
1471903,359,PET SUPPLIES
1471911,473,PET SUPPLIES
1471912,1087,PET SUPPLIES
1471913,527,PET SUPPLIES
1471916,219,PET SUPPLIES
1471956,805,BEAUTY
1472433,1103,GROCERY I
1472451,306,PERSONAL CARE
1472453,904,PERSONAL CARE
1472479,266,PET SUPPLIES
1472484,717,PET SUPPLIES
1472485,249,PET SUPPLIES
1472487,377,PET SUPPLIES
1472489,241,PET SUPPLIES
1473393,24035.8087,PRODUCE
1473394,21452.0505,PRODUCE
1473396,4129.2107,PRODUCE
1473401,4691.9431,PRODUCE
1473402,2661.1391,PRODUCE
1473403,22006.9084,PRODUCE
1473404,25240,PRODUCE
1473405,4263,PRODUCE
1473406,14531,PRODUCE
1473409,5877.9064,PRODUCE
1473410,34248.9823,PRODUCE
1473411,1621.5864,PRODUCE
1473412,11669.9787,PRODUCE
1473413,5918.3207,PRODUCE
1473414,5996.4165,PRODUCE
1473415,5370,PRODUCE
1473425,7018.7813,PRODUCE
1473427,8250.00510000001,PRODUCE
1473428,22183.3122,PRODUCE
1473474,81891.9942000001,PRODUCE
1473475,10671.219,PRODUCE
1473476,8747.1149,PRODUCE
1473477,11005.0979,PRODUCE
1473478,23311.1398,PRODUCE
1473479,19701.5194,PRODUCE
1473480,4302.8911,PRODUCE
1473481,2388.3368,PRODUCE
1473482,29791.5192,PRODUCE
1473483,5024.77620000001,PRODUCE
1473484,3340.3701,PRODUCE
1473485,4626.0063,PRODUCE
1473486,4075.3664,PRODUCE
1473487,2812,PRODUCE
1473488,7801.095,PRODUCE
1473489,4379.0549,PRODUCE
1473499,2427.9153,PRODUCE
1473500,2860.4743,PRODUCE
1473509,2925.1772,PRODUCE
1473511,5789.9517,PRODUCE
1473513,2039.3945,PRODUCE
1489660,2264.01,PRODUCE
1489662,3834,PRODUCE
1489691,3138,PRODUCE
1489694,6155.70929999999,PRODUCE
1489741,3643.7459,PRODUCE
1489833,5790,PRODUCE
1489835,9305,PRODUCE
1489836,10280,PRODUCE
1489837,9939,PRODUCE
1489838,3021,PRODUCE
1489850,9152.3795,PRODUCE
1489853,2288,PRODUCE
1489868,3024,PRODUCE
1489869,2977,PRODUCE
1489870,3055,PRODUCE
1489871,2831,PRODUCE
1489872,1730,PRODUCE
1489873,1877,PRODUCE
1489879,7306,PRODUCE
1489880,3686,PRODUCE
1489881,4068,PRODUCE
1489882,11732,PRODUCE
1489886,2330,PRODUCE
1489890,1742,PRODUCE
1489895,3747,PRODUCE
1489897,3087,PRODUCE
1489899,8793,PRODUCE
1489900,2390,PRODUCE
1489908,6102.8519,PRODUCE
1490588,153,BABY CARE
1492315,3178,PRODUCE
1501508,12191.6204,PRODUCE
1501520,2765,PRODUCE
1501521,3722,PRODUCE
1501524,7843,PRODUCE
1501525,3769.0947,PRODUCE
1501536,1801.773,PRODUCE
1501541,2729,PRODUCE
1501544,1640,PRODUCE
1501547,1743,PRODUCE
1501559,2157,PRODUCE
1501570,11763,PRODUCE
1501579,3290,PRODUCE
1501581,7040,PRODUCE
1502383,8682,PRODUCE
1502391,10507.263,PRODUCE
1502392,23650.3431,PRODUCE
1503117,445,SCHOOL AND OFFICE SUPPLIES
1503823,2703.2388,PRODUCE
1503844,101179.8904,PRODUCE
1503847,30589.985,PRODUCE
1503854,2356,PRODUCE
1503855,11476.1306,PRODUCE
1503891,6214,PRODUCE
1503899,6722,PRODUCE
1507720,2007,PRODUCE
1532032,683,PLAYERS AND ELECTRONICS
1532033,626,PLAYERS AND ELECTRONICS
1532035,590,PLAYERS AND ELECTRONICS
1533184,3305,PRODUCE
1533338,460,CELEBRATION
1533357,422,CELEBRATION
1533358,372,CELEBRATION
1533364,223,CELEBRATION
1533365,305,CELEBRATION
1550461,5275.389,PRODUCE
1575223,96,PLAYERS AND ELECTRONICS
1575231,349,PLAYERS AND ELECTRONICS
1575235,1356,PLAYERS AND ELECTRONICS
1575237,793,PLAYERS AND ELECTRONICS
1575239,805,PLAYERS AND ELECTRONICS
1575240,813,PLAYERS AND ELECTRONICS
1575245,748,PLAYERS AND ELECTRONICS
1575246,742,PLAYERS AND ELECTRONICS
1575249,1221,PLAYERS AND ELECTRONICS
1575252,94,PLAYERS AND ELECTRONICS
1576262,1112,CELEBRATION
1576263,692,CELEBRATION
1576265,311,CELEBRATION
1576285,475,CELEBRATION
1576312,530,CELEBRATION
1576313,319,CELEBRATION
1576314,269,CELEBRATION
1576315,228,CELEBRATION
1576316,242,CELEBRATION
1576317,249,CELEBRATION
1576318,173,CELEBRATION
1576321,554,CELEBRATION
1576322,265,CELEBRATION
1576323,803,CELEBRATION
1576324,634,CELEBRATION
1576325,463,CELEBRATION
1576326,429,CELEBRATION
1576327,391,CELEBRATION
1576328,312,CELEBRATION
1576329,308,CELEBRATION
1576330,288,CELEBRATION
1576332,717,CELEBRATION
1576589,3852,PRODUCE
1579069,2077,PRODUCE
1579070,3693,PRODUCE
1579081,1555,PRODUCE
1579082,1379,PRODUCE
1583407,165,SCHOOL AND OFFICE SUPPLIES
1583522,226,SCHOOL AND OFFICE SUPPLIES
1583523,213,SCHOOL AND OFFICE SUPPLIES
1583526,296,SCHOOL AND OFFICE SUPPLIES
1583544,399,SCHOOL AND OFFICE SUPPLIES
1584293,628,LADIESWEAR
1584295,826,LADIESWEAR
1584297,433,LADIESWEAR
1584298,492,LADIESWEAR
1584300,1224,LADIESWEAR
1584301,333,LADIESWEAR
1584303,506,LADIESWEAR
1584305,791,LADIESWEAR
1584307,497,LADIESWEAR
1584309,928,LADIESWEAR
1584344,285,LADIESWEAR
1584348,366,LADIESWEAR
1584353,308,LADIESWEAR
1584358,273,LADIESWEAR
1584363,334,LADIESWEAR
1584365,458,LADIESWEAR
1584369,532,LADIESWEAR
1584374,463,LADIESWEAR
1584379,481,LADIESWEAR
1584390,308,LADIESWEAR
1584399,370,LADIESWEAR
1584574,6529,PRODUCE
1584575,24162,PRODUCE
1584576,19488,PRODUCE
1585782,7329,PRODUCE
1588319,2121,PRODUCE
1609719,2777,PRODUCE
1609724,4182,PRODUCE
1609729,3927,PRODUCE
1609730,1906,PRODUCE
1609836,2637,PRODUCE
1621528,3110,PRODUCE
1621529,2827,PRODUCE
1625605,21795.6692,PRODUCE
1639937,125,SCHOOL AND OFFICE SUPPLIES
1642397,3135.443,PRODUCE
1642398,4171.109,PRODUCE
1642399,31540.348,PRODUCE
1642400,15928.174,PRODUCE
1642401,3808,PRODUCE
1642664,7497.2089,PRODUCE
1658994,3728,PRODUCE
1660186,1357,PRODUCE
1660188,4648,PRODUCE
1660191,2207,PRODUCE
1660193,1098,PRODUCE
1660194,1276,PRODUCE
1660239,3817,PRODUCE
1660260,3635,PRODUCE
1660261,3130,PRODUCE
1660271,9670,PRODUCE
1660272,3643,PRODUCE
1662320,3375,PRODUCE
1672580,4903,PRODUCE
1672581,6728.8454,PRODUCE
1673264,132,SCHOOL AND OFFICE SUPPLIES
1673295,3577,PRODUCE
1673297,5175,PRODUCE
1686635,1710,PRODUCE
1686637,14950,PRODUCE
1686641,7405,PRODUCE
1686644,1127,PRODUCE
1686650,5413,PRODUCE
1686652,3467,PRODUCE
1686656,23392,PRODUCE
1686663,1269,PRODUCE
1686664,10933,PRODUCE
1686665,1917,PRODUCE
1686668,4328,PRODUCE
1686685,2706,PRODUCE
1689854,8439,PRODUCE
1689920,1555.8344,PRODUCE
1689921,3156.9782,PRODUCE
1689929,2363,PRODUCE
1693644,5283,PRODUCE
1693645,3228,PRODUCE
1693647,7029,PRODUCE
1693648,28329.3956,PRODUCE
1693652,11039,PRODUCE
1693653,5555,PRODUCE
1693656,20481,PRODUCE
1693657,14000,PRODUCE
1695813,3325,PREPARED FOODS
1695815,4243,PRODUCE
1695816,1954,PRODUCE
1695820,6165,PRODUCE
1695823,16662,PRODUCE
1695825,5615.7499,PRODUCE
1695828,15354.3961,PRODUCE
1695830,12459.7405,PRODUCE
1695831,4546.993,PRODUCE
1695835,45324.4453,PRODUCE
1695836,13794.388,PRODUCE
1695837,6811.513,PRODUCE
1695840,3457,PRODUCE
1695841,2629.1926,PRODUCE
1695844,4340,PRODUCE
1695845,18941,PRODUCE
1695846,1751.4032,PRODUCE
1695847,2238.354,PRODUCE
